1000	10	1	5	0	72048
1000	10	2	5	0	36649
1000	10	4	5	0	17938
1000	10	8	5	0	16932
1000	10	16	5	0	43091
1000	10	32	5	0	20342
1000	100	1	5	0	728143
1000	100	2	5	0	365535
1000	100	4	5	0	149575
1000	100	8	5	0	94871
1000	100	16	5	0	100729
1000	100	32	5	0	91805
1000	1000	1	5	7	229448
1000	1000	2	5	3	130965
1000	1000	4	5	1	727860
1000	1000	8	5	0	718678
1000	1000	16	5	0	647014
1000	1000	32	5	0	659533
10000	10	1	5	29	88416
10000	10	2	5	11	344708
10000	10	4	5	8	117695
10000	10	8	5	5	68612
10000	10	16	5	3	122239
10000	10	32	5	2	182653
10000	100	1	5	305	798321
10000	100	2	5	139	772447
10000	100	4	5	58	940761
10000	100	8	5	32	317904
10000	100	16	5	17	247931
10000	100	32	5	19	458813
10000	1000	1	5	3062	593527
10000	1000	2	5	1226	539489
10000	1000	4	5	658	313956
10000	1000	8	5	287	956427
10000	1000	16	5	224	412220
10000	1000	32	5	146	95619
1000	10	1	5	0	72073
1000	10	2	5	0	36409
1000	10	4	5	0	20100
1000	10	8	5	0	13771
1000	10	16	5	0	66372
1000	10	32	5	0	15688
1000	100	1	5	0	728292
1000	100	2	5	0	309459
1000	100	4	5	0	141190
1000	100	8	5	0	169487
1000	100	16	5	0	106714
1000	100	32	5	0	98157
1000	1000	1	5	7	230543
1000	1000	2	5	3	541633
1000	1000	4	5	1	692891
1000	1000	8	5	0	732513
1000	1000	16	5	0	672672
1000	1000	32	5	0	649040
10000	10	1	5	29	69570
10000	10	2	5	11	184938
10000	10	4	5	6	890801
10000	10	8	5	5	90920
10000	10	16	5	7	146566
10000	10	32	5	2	834780
10000	100	1	5	305	875051
10000	100	2	5	153	449035
10000	100	4	5	67	647389
10000	100	8	5	36	109174
10000	100	16	5	23	116372
10000	100	32	5	15	728239
10000	1000	1	5	3062	184388
10000	1000	2	5	1531	474823
10000	1000	4	5	584	598488
10000	1000	8	5	317	362396
10000	1000	16	5	215	394273
10000	1000	32	5	138	282146
1000	10	1	5	0	72096
1000	10	2	5	0	36534
1000	10	4	5	0	21462
1000	10	8	5	0	14382
1000	10	16	5	0	70109
1000	10	32	5	0	17562
1000	100	1	5	0	728101
1000	100	2	5	0	309319
1000	100	4	5	0	248964
1000	100	8	5	0	178202
1000	100	16	5	0	89230
1000	100	32	5	0	92085
1000	1000	1	5	7	231989
1000	1000	2	5	3	620607
1000	1000	4	5	2	28487
1000	1000	8	5	0	754036
1000	1000	16	5	0	732894
1000	1000	32	5	0	673510
10000	10	1	5	29	83372
10000	10	2	5	15	484073
10000	10	4	5	6	488990
10000	10	8	5	4	319893
10000	10	16	5	3	464040
10000	10	32	5	3	415797
10000	100	1	5	305	818286
10000	100	2	5	121	360344
10000	100	4	5	59	318516
10000	100	8	5	33	875476
10000	100	16	5	17	614179
10000	100	32	5	14	706374
10000	1000	1	5	3062	853582
10000	1000	2	5	1226	388619
10000	1000	4	5	591	439889
10000	1000	8	5	274	409426
10000	1000	16	5	224	619888
10000	1000	32	5	134	193944
1000	10	1	5	0	71878
1000	10	2	5	0	36189
1000	10	4	5	0	22321
1000	10	8	5	0	14593
1000	10	16	5	0	66325
1000	10	32	5	0	18089
1000	100	1	5	0	728610
1000	100	2	5	0	310752
1000	100	4	5	0	135926
1000	100	8	5	0	150577
1000	100	16	5	0	95076
1000	100	32	5	0	79444
1000	1000	1	5	7	230201
1000	1000	2	5	3	385694
1000	1000	4	5	2	160550
1000	1000	8	5	0	718776
1000	1000	16	5	0	672682
1000	1000	32	5	0	645513
10000	10	1	5	29	81610
10000	10	2	5	14	177410
10000	10	4	5	8	171239
10000	10	8	5	5	169420
10000	10	16	5	4	766132
10000	10	32	5	3	257694
10000	100	1	5	306	3924
10000	100	2	5	137	347459
10000	100	4	5	57	938002
10000	100	8	5	25	1329
10000	100	16	5	19	475503
10000	100	32	5	19	691214
10000	1000	1	5	3062	309856
10000	1000	2	5	1197	73396
10000	1000	4	5	583	400903
10000	1000	8	5	284	801576
10000	1000	16	5	168	18552
10000	1000	32	5	139	915155
1000	10	1	5	0	71994
1000	10	2	5	0	36331
1000	10	4	5	0	19142
1000	10	8	5	0	21123
1000	10	16	5	0	41858
1000	10	32	5	0	12139
1000	100	1	5	0	727981
1000	100	2	5	0	352728
1000	100	4	5	0	143007
1000	100	8	5	0	105830
1000	100	16	5	0	143726
1000	100	32	5	0	88570
1000	1000	1	5	7	231864
1000	1000	2	5	3	476868
1000	1000	4	5	1	634423
1000	1000	8	5	0	763721
1000	1000	16	5	0	701717
1000	1000	32	5	0	726311
10000	10	1	5	29	191786
10000	10	2	5	13	37819
10000	10	4	5	6	528315
10000	10	8	5	4	672325
10000	10	16	5	3	761524
10000	10	32	5	2	841131
10000	100	1	5	305	902141
10000	100	2	5	122	995732
10000	100	4	5	67	328963
10000	100	8	5	34	340772
10000	100	16	5	18	197811
10000	100	32	5	15	132772
10000	1000	1	5	3062	175731
10000	1000	2	5	1182	261673
10000	1000	4	5	568	700752
10000	1000	8	5	301	694222
10000	1000	16	5	226	275623
10000	1000	32	5	137	279208
