1000	10	1	5	0	80405
1000	10	2	5	0	45878
1000	10	4	5	0	44764
1000	10	8	5	0	21435
1000	10	16	5	0	160158
1000	10	32	5	0	30792
1000	100	1	5	0	818134
1000	100	2	5	0	461008
1000	100	4	5	0	364295
1000	100	8	5	0	309116
1000	100	16	5	0	292879
1000	100	32	5	0	310450
1000	1000	1	5	8	97177
1000	1000	2	5	4	559591
1000	1000	4	5	2	617360
1000	1000	8	5	1	383547
1000	1000	16	5	1	690686
1000	1000	32	5	3	71352
10000	10	1	5	27	908917
10000	10	2	5	14	658564
10000	10	4	5	7	922453
10000	10	8	5	4	119734
10000	10	16	5	3	69135
10000	10	32	5	3	114830
10000	100	1	5	289	650411
10000	100	2	5	151	683589
10000	100	4	5	83	330549
10000	100	8	5	47	404082
10000	100	16	5	32	51373
10000	100	32	5	31	413273
10000	1000	1	5	2897	108602
10000	1000	2	5	1517	388619
10000	1000	4	5	834	282216
10000	1000	8	5	435	670003
10000	1000	16	5	310	719911
10000	1000	32	5	313	259253
1000	10	1	5	0	80273
1000	10	2	5	0	45445
1000	10	4	5	0	41071
1000	10	8	5	0	18159
1000	10	16	5	0	125355
1000	10	32	5	0	31600
1000	100	1	5	0	817566
1000	100	2	5	0	461100
1000	100	4	5	0	562852
1000	100	8	5	0	286312
1000	100	16	5	0	344553
1000	100	32	5	0	311909
1000	1000	1	5	8	269183
1000	1000	2	5	4	565887
1000	1000	4	5	2	448965
1000	1000	8	5	1	450618
1000	1000	16	5	1	589780
1000	1000	32	5	3	67429
10000	10	1	5	27	904227
10000	10	2	5	14	655405
10000	10	4	5	7	921021
10000	10	8	5	4	118246
10000	10	16	5	3	1658
10000	10	32	5	3	90976
10000	100	1	5	289	685301
10000	100	2	5	151	573737
10000	100	4	5	83	299303
10000	100	8	5	45	234131
10000	100	16	5	30	374528
10000	100	32	5	31	412217
10000	1000	1	5	2896	708858
10000	1000	2	5	1517	749256
10000	1000	4	5	834	242324
10000	1000	8	5	440	607618
10000	1000	16	5	309	919802
10000	1000	32	5	313	201705
1000	10	1	5	0	80220
1000	10	2	5	0	45509
1000	10	4	5	0	24814
1000	10	8	5	0	24923
1000	10	16	5	0	173786
1000	10	32	5	0	32792
1000	100	1	5	0	817384
1000	100	2	5	0	461020
1000	100	4	5	0	335705
1000	100	8	5	0	250195
1000	100	16	5	0	198254
1000	100	32	5	0	314261
1000	1000	1	5	8	116595
1000	1000	2	5	4	559501
1000	1000	4	5	2	447450
1000	1000	8	5	2	632511
1000	1000	16	5	1	965177
1000	1000	32	5	3	69093
10000	10	1	5	27	901434
10000	10	2	5	14	653022
10000	10	4	5	7	923707
10000	10	8	5	5	703949
10000	10	16	5	2	925834
10000	10	32	5	3	14006
10000	100	1	5	289	744875
10000	100	2	5	151	608789
10000	100	4	5	83	311654
10000	100	8	5	43	542477
10000	100	16	5	31	241173
10000	100	32	5	31	407807
